Name,Latitude,Longitude,Address,Phone,Website,Image,Ranking,Description,Category1,Category2,City
Hsing Tian Kong,25.06307,25.06307,"No.109 Er Section, Minquan East Road, Taipei Taiwan",+886 2 2502 7924,http://www.ht.org.tw,https://media-cdn.tripadvisor.com/media/photo-s/0e/58/a4/d7/outside-view.jpg,#23 of 668 things to do in Taipei,,['Sights & Landmarks'],['Sacred & Religious Sites'],taipei
Ximending,25.0453,25.0453,"Wanhua District, Taipei 108 Taiwan",+886 2 2720 8889,http://www.ximen.com.tw/news.html,https://media-cdn.tripadvisor.com/media/photo-f/12/0a/88/4b/ximending.jpg,#25 of 668 things to do in Taipei,,"['Sights & Landmarks', 'Other']",['Neighborhoods'],taipei
Songshan Ciyou Temple,25.05106,25.05106,"No.761 Fourth Section Bade Road, Songshan District, Taipei Taiwan",+886 2 2765 9017,http://taiwan.net.tw/m1.aspx?sNo=0001090&id=227,https://media-cdn.tripadvisor.com/media/photo-c/320x120/0a/8a/07/ce/caption.jpg,#15 of 668 things to do in Taipei,,['Sights & Landmarks'],['Sacred & Religious Sites'],taipei
Taipei Expo Park,25.069304,25.069304,"No.1, Yumen St., Zhongshan Dist., Taipei 10452 Taiwan",+886 2 2182 8886,http://www.taipei-expopark.tw/english/index.aspx,https://media-cdn.tripadvisor.com/media/photo-f/07/cf/3e/84/taipei-expo-park.jpg,#52 of 668 things to do in Taipei,,['Nature & Parks'],['Parks'],taipei
Taipei Children's Amusement Park,25.097317,25.097317,"No.55, Section 5, Chengde Road, Shilin District, Taipei 11169 Taiwan",+886 2 2833 3823,http://tcap.trtc.com.tw/,https://media-cdn.tripadvisor.com/media/photo-s/0e/5b/14/52/caption.jpg,#14 of 668 things to do in Taipei,,['Water & Amusement Parks'],['Theme Parks'],taipei
Shin Kong Mitsukoshi Mall (Taipei Nanxi),25.052286,25.052286,"No.12 Nanjing West Rd. Xinyi Dist., Taipei 10444 Taiwan",+886 2 2568 2868,http://www.skm.com.tw/,https://media-cdn.tripadvisor.com/media/photo-f/0c/4c/eb/a3/getlstd-property-photo.jpg,#56 of 668 things to do in Taipei,"With 13 stores and 22 halls, Shin Kong Mitsukoshi welcomes over 100 million visits a year in Taiwan. Shin Kong Mitsukoshi is Taiwan’s most fashionable and popular department store with 22 stores in seven cities including Taipei, Taoyuan, Hsinchu, Taichung, Chaiyi, Tainan, and Kaohsiung.",['Shopping'],['Shopping Malls'],taipei
Maokong Gondola,24.968897,24.968897,Taipei Taiwan,886-2-27208889,https://english.gondola.taipei/,https://media-cdn.tripadvisor.com/media/photo-f/0b/c8/f9/ee/maokong.jpg,#17 of 668 things to do in Taipei,,['Transportation'],['Tramways'],taipei
Taipei 101,25.033863,25.033863,"No.45, Shifu Rd., Xinyi Dist., Taipei 11049 Taiwan",862-81017777,http://www.taipei-101.com.tw/,https://media-cdn.tripadvisor.com/media/photo-s/16/06/24/42/caption.jpg,#1 of 668 things to do in Taipei,"At 101 stories high, Taiwan's tallest skyscraper boasts spectacular views and high-end shopping boutiques including Gucci, Prada, and Louis Vuitton. There's also a Din Tai Fung on the basement level.","['Shopping', 'Sights & Landmarks']","['Architectural Buildings', 'Shopping Malls']",taipei
Miramar Entertainment Park,25.082918,25.082918,"No.20 Jingyuesan Road, Taipei 104 Taiwan",+886 2 2175 3456,http://www.miramar.com.tw/main.php,https://media-cdn.tripadvisor.com/media/photo-f/07/24/14/43/caption.jpg,#66 of 668 things to do in Taipei,"Miramar Entertainment Complex is a shopping and entertainment destination. Find a mix of local and international brand stores plus a massive Ferris wheel, games, an IMAX theater, and restaurants.",['Shopping'],"['Department Stores', 'Shopping Malls']",taipei
Wat Phra Chetuphon,13.746575,13.746575,"2 Sanamchai Road Grand Palace Subdistrict, Pranakorn District, Bangkok 10200 Thailand",02-226-0335,http://www.watpho.com/en#Page1,https://media-cdn.tripadvisor.com/media/photo-f/04/06/d1/ff/temple-of-the-reclining.jpg,#1 of 697 things to do in Bangkok,"One of the oldest and largest temples in Bangkok features the famous Reclining Buddha, which is the largest in Thailand measuring more than 150 feet in length.",['Sights & Landmarks'],"['Points of Interest & Landmarks', 'Sacred & Religious Sites']",bangkok
Chatuchak Weekend Market,13.799988,13.799988,"Kamphaeng Phet Road Lat Yao, Chatuchak, Bangkok 10900 Thailand",+66 83 956 3656,http://www.chatuchakmarket.org/,https://media-cdn.tripadvisor.com/media/photo-s/15/ff/8a/94/screenshot-20190107-070707.jpg,#6 of 697 things to do in Bangkok,"Chatuchack Weekend Market is indoor and outdoor market, Also known as JJ Market was reached a landmark status as a must-visit place for tourists. A huge market about 35 acres, with 27 sections in all, Many shops more than 10,000 shops and stalls offering a wide range of products from Thai handicrafts, handmade products, clothing, accessories, arts and painting, house decorations, households, souvenirs and gifts, pets, plants and book. The heaven for shopaholics!! Opening Hours; Tuesdays - Thursdays for Plants & gardens. Fridays for Wholesale night market Saturdays - Sundays for all areas are opened. Enjoy your shopping!!",['Shopping'],['Flea & Street Markets'],bangkok
Jim Thompson House,13.749311,13.749311,"6, Soi Kasem San 2, Rama 1 Road Wang Mai, Pathum Wan, Bangkok 10330 Thailand",+66 2 700 2568,http://www.jimthompsonhouse.com,https://media-cdn.tripadvisor.com/media/photo-f/18/f3/f2/f8/outside.jpg,#5 of 697 things to do in Bangkok,"This former home of an American named Jim Thompson, who started the Thai silk industry after World War II, houses a magnificent collection of Asian art and many unique displays.","['Sights & Landmarks', 'Museums']","['Architectural Buildings', 'Specialty Museums']",bangkok
The Golden Mount (Wat Saket),13.75487,13.75487,"344 Chakkraphat Diphong Road Bang Bat, Pom Prap Sattru Phai, Bangkok 10100 Thailand",+66 92 690 9222,https://www.facebook.com/watsraket,https://media-cdn.tripadvisor.com/media/photo-s/09/c8/41/e7/wat-saket.jpg,#15 of 697 things to do in Bangkok,"This temple is known for the Golden Mount or Phu Khao Thong, a high hill that offers stunning views at its summit over Rattanakosin Island.",['Sights & Landmarks'],"['Lookouts', 'Sacred & Religious Sites']",bangkok
Siam Paragon,13.746056,13.746056,"991, Rama 1 Road Pathum Wan, Bangkok 10330 Thailand",+66 2 610 1000,http://www.siamparagon.co.th,https://media-cdn.tripadvisor.com/media/photo-f/08/b2/75/1c/siam-paragon.jpg,#29 of 697 things to do in Bangkok,"Siam Paragon, aka every shopaholic’s paradise, situated just right off the BTS station. This luxurious mall prides itself in being a world class shopping and entertainment hub for people of all ages and interests, and it is no surprise why.",['Shopping'],['Shopping Malls'],bangkok
Temple of the Golden Buddha (Wat Traimit),13.737734,13.737734,"661 Chaoren Krung Road Talad Noi, Samphanthawong, Bangkok 10100 Thailand",+66 2 225 9775,http://www.wattraimitr-withayaram.com/new_t/index_home.php,https://media-cdn.tripadvisor.com/media/photo-f/05/3d/27/34/caption.jpg,#21 of 697 things to do in Bangkok,"This highly revered temple contains the Golden Image Buddha, which is made of solid gold and weighs approximately 5 ½ tons.",['Sights & Landmarks'],['Sacred & Religious Sites'],bangkok
Chao Phraya River,13.730227,13.730227,"780/488 Charoen Krung Road, Bang Kho Laem, Bangkok 10120 Thailand",+66 87 109 8873,http://bangkokboat.com/,https://media-cdn.tripadvisor.com/media/photo-s/15/12/82/a1/one-of-best-ways-to-take.jpg,#44 of 697 things to do in Bangkok,"This scenic river, flowing through the heart of Bangkok, offers convenient boat transportation and sightseeing cruises since many of the major city attractions are easily accessible from various points along this waterway.",['Nature & Parks'],['Bodies of Water'],bangkok
Fantasia Lagoon Water Park,13.712957,13.712957,"Ngamwongwan Road 6th Fl., The Mall Ngam Wong Wan, Nonthaburi 11000 Thailand",+66 2 487 1000,http://www.themalldepartmentstore.com/home/entertain_water_park.php,https://media-cdn.tripadvisor.com/media/photo-f/07/dd/e7/af/fantasia-lagoon-water.jpg,#5 of 24 things to do in Nonthaburi,,['Water & Amusement Parks'],['Water Parks'],bangkok
King Power Mahanakhon,13.723367,13.723367,"114 Narathiwat Road Silom, Bangkok 10500 Thailand",+66 2 677 8721,http://www.kingpowermahanakhon.co.th,https://media-cdn.tripadvisor.com/media/photo-s/14/e7/b8/52/getlstd-property-photo.jpg,#13 of 697 things to do in Bangkok,"King Power Mahanakhon is recognized as Thailand’s Tallest Tower (314 meters), certified by Council of Tall Buildings and Urban Habitat in April 2016. King Power Mahanakhon is Thailand’s highest 360-degree Observation Deck at 314 meters high with Glass tray floor at the height of 310 meters above the ground.",['Sights & Landmarks'],"['Points of Interest & Landmarks', 'Observation Decks & Towers', 'Architectural Buildings']",bangkok
BTS Skytrain,13.740139,13.740139,Bangkok Thailand,(66) 2617 7340-1,http://www.bangkok.com/bts/,https://media-cdn.tripadvisor.com/media/photo-s/0c/01/01/3b/bangkok-skytrain.jpg,#2 of 697 things to do in Bangkok,Bangkok’s answer to mass transit started operating in December 1999 and is a convenient and useful way of getting around the city.,['Transportation'],['Mass Transportation Systems'],bangkok
ICONSIAM,13.726457,13.726457,"299, Soi Charoen Nakhon 5, Charoen Nakhon Road Khlong Ton Sai, Khlong San, Bangkok 10600 Thailand",+66 2 495 7000,http://www.iconsiam.com,https://media-cdn.tripadvisor.com/media/photo-s/15/66/b0/d6/daytime-view.jpg,#27 of 697 things to do in Bangkok,"The latest city of wonder brings together all aspects of unrivalled Thai wisdoms, including arts, culture, tradition, food and way of life from 77 provinces across the country.\nSookSiam has been conceived as a place that presents the cultural heritage of each of the four main geographic regions of Thailand, capturingtheir arts, handicrafts, performing arts and local wisdom. Within SookSiam, there are over 3,000 distinctively famous local businesses from all over Thailand in marvelous settings which represent the unique charms of each subculture. Visitors can immerse themselves in seven zones, namely Sook Sanae, Sook Sab, Sook Sanook, Sook Sangsan, Sook Sampan, Sook Suebsan and Sook Somwang.",['Shopping'],['Shopping Malls'],bangkok
Terminal 21,13.737544,13.737544,"88, Soi Sukhumvit 19, Sukhumvit Road Khlong Toei Nuea, Watthana, Bangkok 10110 Thailand",+66 2 108 0888,http://www.terminal21.co.th/asok/home/th,https://media-cdn.tripadvisor.com/media/photo-f/0a/21/8d/0e/oi000276-largejpg.jpg,#37 of 697 things to do in Bangkok,"Nine-story Terminal 21 offers designer brands, international cuisine, a gourmet supermarket, boutique shops, and more. Each floor is decorated based on a ""world's best-known shopping streets"" theme.",['Shopping'],"['Department Stores', 'Shopping Malls']",bangkok
Asiatique The Riverfront,13.705136,13.705136,"2194, Charoen Krung Road Wat Phraya Krai, Bang Kho Laem, Bangkok 10120 Thailand",+66 2 108 4488,http://www.asiatiquethailand.com,https://media-cdn.tripadvisor.com/media/photo-f/04/b3/ba/b5/caption.jpg,#72 of 697 things to do in Bangkok,"ASIATIQUE The Riverfront will be Bangkok’s first large-scale riverside project combining shopping, dining, sightseeing, activities and events under one roof. The strong cultural aspect is what sets it apart from other shopping malls. Embracing history, but avoiding the cultural clichés and traditional symbols, it strikes a balance between tradition and globalization.",['Shopping'],['Shopping Malls'],bangkok
SEA LIFE Bangkok Ocean World,13.74656,13.74656,"991 Rama 1 Road B1-B2 Floor Siam Paragon, Pathumwan, Bangkok 10330 Thailand",+66 2 687 2000,http://www.sealifebangkok.com,https://media-cdn.tripadvisor.com/media/photo-s/19/5b/94/07/large-tooth-sawfish.jpg,#42 of 697 things to do in Bangkok,"One of the top tourist attractions in the city, SEA LIFE Bangkok boasts world-class features, such as a 270-degree glass tunnel and a glass bottomed boat in which to view the vast range of 8,000 amazing creatures.","['Zoos & Aquariums', 'Nature & Parks']",['Aquariums'],bangkok
Safari World,13.867382,13.867382,"99 Panyaintra Road Samwatawantok, Klongsamwa, Bangkok 10510 Thailand",+66 2 914 4100,http://www.safariworld.com/,https://media-cdn.tripadvisor.com/media/photo-s/0c/5d/d0/32/a-unique-experience-feeding.jpg,#68 of 697 things to do in Bangkok,"On the outskirts of Bangkok, Safari World offers a drive-through range for seeing by car or one of the park’s coaches. Animal shows including a marine park, orangutan boxing and a cowboy stunt display are held daily.","['Zoos & Aquariums', 'Nature & Parks', 'Outdoor Activities']",['Zoos'],bangkok
Grand Indonesia Mall,-6.195035,-6.195035,"Jl. M.H. Thamrin 1 Central Jakarta, Jakarta 10110 Indonesia",+62 21 23580001,http://www.grand-indonesia.com,https://media-cdn.tripadvisor.com/media/photo-f/03/7c/75/d9/grand-indonesia-mall.jpg,#3 of 281 things to do in Jakarta,,['Shopping'],['Shopping Malls'],jakarta
Istiqlal Mosque,-6.30241,-6.30241,"Jl. Taman Wijaya Kusuma Central Jakarta, Jakarta 10710 Indonesia",+62 21 3811708,http://istiqlal.id,https://media-cdn.tripadvisor.com/media/photo-s/0f/c9/5b/b8/caption.jpg,#4 of 281 things to do in Jakarta,"Indonesia's largest mosque is a sacred place of worship as well as a center for conferences, lectures and seminars.",['Sights & Landmarks'],['Sacred & Religious Sites'],jakarta
Ancol Dreamland,-6.123492,-6.123492,"Jl. Lodan Timur no. 7 North Jakarta, Jakarta 14430 Indonesia",+62 21 29222222,http://www.ancol.com/destinasi/dunia-fantasi/,https://media-cdn.tripadvisor.com/media/photo-f/08/fc/8a/74/ancol-dreamland.jpg,#14 of 281 things to do in Jakarta,"Dunia Fantasi means Dreamland in Indonesian. It is a part (but a seperate attraction) of the massive Taman Impian Jaya Ancol complex. It contains rollercoasters, rides and displays.",['Water & Amusement Parks'],"['Theme Parks', 'Water Parks']",jakarta
National Monument (MONAS),-6.1751,-6.1751,"Jl. Silang Monas, Jakarta 10110 Indonesia",+62 21 681512,http://www.jakarta.go.id/web/encyclopedia/detail/1989/Nasional-Monumen,https://media-cdn.tripadvisor.com/media/photo-s/0f/c1/75/68/photo0jpg.jpg,#24 of 281 things to do in Jakarta,"Built to commemorate Indonesia's independence, National Monument dominates Medan Merdeka.",['Sights & Landmarks'],['Monuments & Statues'],jakarta
National Museum,-6.176219,-6.176219,"Jl. Medan Merdeka Barat 12 Central Jakarta, Jakarta 10110 Indonesia",+62 21 3447778,http://www.museumnasional.or.id/,https://media-cdn.tripadvisor.com/media/photo-s/0a/a0/09/c2/museum-nasional-jakarta.jpg,#13 of 281 things to do in Jakarta,"In 1778, the Batavia Society for Arts and Science established what would become, after many expansions and name changes, the world-famous National Museum.",['Museums'],['Specialty Museums'],jakarta
Museum Bank Indonesia,-6.137093,-6.137093,"Jl. Pintu Besar Utara 3 West Jakarta, Jakarta 11110 Indonesia",+62 21 2600158,http://www.bi.go.id,https://media-cdn.tripadvisor.com/media/photo-s/12/b5/e5/69/bangunan-tengah.jpg,#1 of 281 things to do in Jakarta,"Once the first banks of Indonesia, now a museum of banking in Indonesia.",['Museums'],['Specialty Museums'],jakarta
Beautiful Indonesia in Miniature Park,-6.32633,-6.32633,"Jl. Cipayung Raya East Jakarta, Jakarta 13560 Indonesia",+62 821-1460-4415,http://www.tamanmini.com,https://media-cdn.tripadvisor.com/media/photo-f/07/e6/86/64/taman-mini-indonesia.jpg,#17 of 281 things to do in Jakarta,"Taman Mini Indonesia Indah (TMII) merupakan suatu kawasan taman wisata bertema budaya Indonesia di Jakarta Timur dengan area seluas kurang lebih 150 hektar atau 1,5 kilometer persegi. Taman ini merupakan rangkuman kebudayaan bangsa Indonesia, yang mencakup berbagai aspek kehidupan sehari-hari masyarakat 33 provinsi Indonesia (pada tahun 1975) yang ditampilkan dalam anjungan daerah berarsitektur tradisional, serta menampilkan aneka busana, tarian dan tradisi daerah. Disamping itu, di tengah-tengah TMII terdapat sebuah danau yang menggambarkan miniatur kepulauan Indonesia di tengahnya, kereta gantung, berbagai museum, dan Teater IMAX Keong Mas dan Teater Tanah Airku), berbagai sarana rekreasi ini menjadikan TMIII sebagai salah satu kawasan wisata terkemuka di ibu kota.",['Water & Amusement Parks'],['Theme Parks'],jakarta
Central Park,-6.177007,-6.177007,"Jl. Letjen S. Parman Kav. 28, Jakarta 11470 Indonesia",+62 21 56985769,http://www.centralparkjakarta.com/v2/,https://media-cdn.tripadvisor.com/media/photo-s/03/7c/8b/9f/central-park.jpg,#6 of 281 things to do in Jakarta,,['Shopping'],['Shopping Malls'],jakarta
Gambir Train Station,-6.17658,-6.17658,"Jl. Medan Merdeka Timur Simpang Alun-Alun Tugu Monas, Jakarta 10110 Indonesia",+62 21 3862362,http://www.kereta-api.co.id/,https://media-cdn.tripadvisor.com/media/photo-s/17/d5/dc/56/outside.jpg,#30 of 281 things to do in Jakarta,,['Sights & Landmarks'],['Architectural Buildings'],jakarta
Kota Kasablanka,-6.223594,-6.223594,"Jln. Casablanca Raya Kav 88, Jakarta 12870 Indonesia",+62 21 29465000,http://www.kotakasablanka.co.id,https://media-cdn.tripadvisor.com/media/photo-f/04/59/52/4c/kota-kasablanka-mall.jpg,#11 of 281 things to do in Jakarta,,['Shopping'],['Shopping Malls'],jakarta
Gandaria City Mall,-6.244367,-6.244367,"Jln. Kebayoran Lama South Jakarta, Jakarta 12230 Indonesia",+62 21 29052888,http://www.gandariacity.co.id,https://media-cdn.tripadvisor.com/media/photo-s/0b/48/72/00/photo0jpg.jpg,#9 of 281 things to do in Jakarta,,['Shopping'],['Shopping Malls'],jakarta
Pondok Indah Mall,-6.265716,-6.265716,"Jl. Metro Pondok Indah, Jakarta 12310 Indonesia",+62 21 7506750,http://www.pondokindahmall.co.id,https://media-cdn.tripadvisor.com/media/photo-s/07/ad/e4/bb/pondok-indah-mall-2.jpg,#7 of 281 things to do in Jakarta,"Large shopping complex located in wealthy Pondok Indah of South Jakarta, Indonesia. The Pondok Indah Mall, or referred to by its acronym: ""PIM"" is actually three large malls, the older PIM1, PIM2 and the newer Street Gallery, interconnected via a two elevated multi-storey pedestrian walkways (Skywalk North and Skywalk South) which also are tenanted by specialty shops.",['Shopping'],['Shopping Malls'],jakarta
Lotte Shopping Avenue,-6.224178,-6.224178,"Kav. 3-5  Jln. Prof.Dr Satrio Ciputra World 1, Jakarta 12940 Indonesia",+62 21 29519966,https://www.facebook.com/LotteLOVEJkt,https://media-cdn.tripadvisor.com/media/photo-f/0b/6e/05/55/lotte-shopping-avenue.jpg,#10 of 281 things to do in Jakarta,,['Shopping'],"['Department Stores', 'Shopping Malls']",jakarta
Jakarta Cathedral,-6.16879,-6.16879,"Jl. Kathedral no. 7-B Pasar Baru, Central Jakarta, Jakarta 10710 Indonesia",+62 21 3519186,http://www.katedraljakarta.or.id/,https://media-cdn.tripadvisor.com/media/photo-f/02/bd/37/bd/jakarta-cathedral-gereja.jpg,#5 of 281 things to do in Jakarta,,['Sights & Landmarks'],['Sacred & Religious Sites'],jakarta
Thamrin City Trade Mall,-6.194203,-6.194203,"Jl. Thamrin Boulevard, Jakarta 10340 Indonesia",+62 21 31991088,http://thamrincity.co.id/,https://media-cdn.tripadvisor.com/media/photo-f/07/28/da/98/thamrin-city-main-enterance.jpg,#32 of 281 things to do in Jakarta,,['Shopping'],['Shopping Malls'],jakarta
Lippo Mall Puri at Saint Moritz,-6.188976,-6.188976,"Jl. Raya Puri Kembangan Blok U 1 Puri Indah CBD, Jakarta 11610 Indonesia",+62 21 29111111,http://www.lippomallpuri.com,https://media-cdn.tripadvisor.com/media/photo-s/12/22/f5/68/lippo-mall-puri.jpg,#36 of 281 things to do in Jakarta,"It's a whole new shopping experience in town located strategically at St. Moritz Superblock in CBD – West Jakarta, pampering you with SOGO, Parkson, Deluxe Cinema XXI and many more to offers!",['Shopping'],['Shopping Malls'],jakarta
Ragunan Zoo,-6.332903,-6.332903,"Pasar Minggu, Jakarta 12550 Indonesia",+62 21 78847114,http://ragunanzoo.jakarta.go.id,https://media-cdn.tripadvisor.com/media/photo-s/17/81/8a/c2/status.jpg,#57 of 281 things to do in Jakarta,,"['Zoos & Aquariums', 'Nature & Parks', 'Outdoor Activities']",['Zoos'],jakarta
Flea Market at Jalan Surabaya,-6.199039,-6.199039,"Jl Surabaya, Jakarta 10310 Indonesia",+62 21 3142067,http://www.facebook.com/Pasar-Antik-DAN-Koper-108203532631363/,https://media-cdn.tripadvisor.com/media/photo-s/0e/58/a9/ac/jalan-surabaya-most-interestin.jpg,#38 of 281 things to do in Jakarta,"The Jalan Surabaya market is the place to find antiques, rare finds, and other oddities.",['Shopping'],"['Flea & Street Markets', 'Antique Stores']",jakarta
